He won't give it up.,Vermiyor ki.
I was afraid you'd say that. Time for plan B.,Bunu söyleyeceğinden korkuyordum. B planı zamanı.
Which is?,Yani?
He seemed rather chuffed about the money the courier gave him.<kgwait> Perhaps I could pretend there's more money for him and while he's distracted you could nab the flare!,Kuryenin ona verdiği paradan oldukça memnun görünüyordu.<kgwait> Belki de onun için daha fazla para olduğunu söyleyebilirim. Sen de onun dikkati dağılmışken işaret fişeğini alabilirsin!
Solid plan.,Sağlam bir plan.
Of course it's a brilliant plan. I came up with it.<kgwait> Just be ready to sneak up behind him while we chat.,Elbette ki sağlam bir plan. Ben yaptım sonuçta.<kgwait> Sohbet ederken onun arkasına gizlice yaklaşmaya hazır ol.
Let's do it.,Hadi yapalım.
Just a sec.,Biraz bekle.
Well? Are you ready to perpetuate my ingenious ruse?,Ee? Dahiyane planımı gerçekleştirmeye hazır mısın?
Not yet.,Henüz değil.
"Good day, custodian.","İyi günler, emanetçi."
Good day? Look at my arm! It's been an okay day at best!,İyi mi günler? Koluma bir baksana! En iyi ihtimalle ortalama bir gün olmuştur!
"Uh-<kgwait> right. Right. Yes. It's an 'okay' day.<kgwait> I must say, I was really impressed with your delivery services earlier.","Ah-<kgwait> doğru. Evet. 'Ortalama' bir gün oldu.<kgwait> Söylemeliyim ki, biraz önceki teslimat becerilerinizden çok etkilendim."
Is that so?,Öyle mi?
Absolutely.<kgwait> Perhaps there could be a rather lucrative role for you in my-,Kesinlikle.<kgwait> Belki de senin için kazançlı bir rolüm olabi-
Are you offering me a job?,Bana iş mi teklif ediyorsun?
Well... <kgwait>there will have to be an official interview but I'm fairly certain-,Şey... <kgwait>resmi bir görüşme olması gerekecek ama oldukça eminim ki-
"I'm gonna stop you there, kid.<kgwait> I'm the JANITOR.<kgwait> I don't do this job for the money. I do it because I love it.","Seni tam orada durduracağım, çocuk.<kgwait> Ben TEMİZLİKÇİYİM.<kgwait> Bu işi para için yapmıyorum. Bunu sevdiğim için yapıyorum."
You love cleaning goo puddles off the floor?,Yerdeki balçık birikintilerini temizlemeyi seviyor musun?
No.<kgwait> I love hitting children with my mop.,Hayır.<kgwait> Çocuklara paspasımla vurmayı seviyorum.
Can-<kgwait> Ow.<kgwait> Can I go to the nurse?,Ben-<kgwait> Ahhh.<kgwait> Hemşireye gidebilir miyim?
I don't know.<kgwait> Caaaaaaaaaan you?,Bilmeeem.<kgwait> Gidebilir misiiinnn?
Great. I'm going. Hopefully she has my blood type on standby.,Harika. Gidiyorum. Umarım benim kan grubumu hazırda tutuyordur.
Toodles!,Hoşça kal!
Excellent. Here's the phone. See that the invalid gets it. <kgwait>Now I believe you have an appointment with the armless lunatic over there.,Harika. İşte telefon. O engellinin bunu almasını sağla. <kgwait>Şimdi sanırım şuradaki kolsuz deliyle bir randevun var.
Can't wait.,Sabırsızlanıyorum.
*Ahem.*,*Öhöm.*
Gesundheit.,Çok yaşa.
The custodian just left. Did you get the flare before he departed?,Emanetçi az önce buradan gitti. İşaret fişeği sende mi?
I did not.,Hayır.
"So you just let him walk out without so much as a ""give me that flare back you decrepit lunatic?""","Yani sen onun ""Ver şu fişekleri bana, aptal herif, geri ver şu fişekleri?"" bile demeden öylece gitmesine izin mi verdin?"
Look at Monty.,Monty'nin haline bak.
I guess not.,Sanırım evet.
Yes. I suppose that should have been you.<kgwait> So much for my daring escape.<kgwait> You're fired.,Evet. Sanırım onun yerinde sen olmalıydın.<kgwait> Cesurca kaçışımın hikayesi bu kadarmış.<kgwait> Kovuldun.
Aw man.,Ah dostum.
We will not be speaking again.,Bir daha konuşmuyoruz.
Oh no.,Olamaz.
So much for my daring escape.<kgwait> You're fired.,Cesurca kaçışımın hikayesi bu kadarmış.<kgwait> Kovuldun.
I do not speak to terminated employees. Take it up with HR.,Kovulmuş çalışanlarla konuşmuyorum. İK ile görüşürsün.
Whatever.,Her neyse.
What was that about your guest?,Misafirin ne olacak?
Oh. Nothing really. I just don't like being pressured into business dealings with the uh... <kgwait>physically challenged.,Oh. Aslında hiçbir şey. Sadece...<kgwait> fiziksel engellilerle iş anlaşmalarına zorlanmaktan hoşlanmıyorum.
But I fixed him.,Ama ben onu tamir ettim.
"Yes, yes. Of course. And you did a wonderful job making him competent enough to help today, but he will NOT be meeting my father.","Evet, evet. Elbette. Ve onu bugün bize yardım edebilecek hale getirerek harika bir iş çıkardın, ancak babamla tanışMAyacak."
"I assume if you're here, you've acquired the necessary resources for my departure?","Sanırım buradaysan, ayrılışım için gerekli kaynakları edinmişsindir?"
Still working on that.,Hala üzerinde çalışıyorum.
Nugget only cares for nuggets.,Nugget sadece nuggetlarla ilgilenir
(Let him brood.),(Kara kara düşünmesine izin ver.)
Worthless school.<kgwait> I can't believe no one is coming to get me.,Lanet okul.<kgwait> Kimsenin beni almaya gelmediğine inanamıyorum.
(Let him brood.),(Kara kara düşünmesine izin ver.)
I can't believe they have all of us in the same classroom! What happened to the smart class?,Hepimizi aynı sınıfa koyduklarına inanamıyorum! Zekiler sınıfına ne oldu?
I think this is the smart class.,Sanırım zekiler sınıfı burası.
You expect me to buy that the mole-child obsessed with nuggets is smart?,Şu nugget takıntılı köstebek çocuğun zeki olduğuna inanmamı mı bekliyorsun?
It would be a hard sell.,Biraz zor.
Exactly! And you're not exactly solving cold fusion yourself.,Kesinlikle! Sen de soğuk füzyonu çözüyor gibi durmuyorsun.
Nope. Bye.,Hayır. Bye.
This looks like a job for someone else.,Bu başkasının işi.
"No crown, no play. I won't perform until my demands are met.",Taç yoksa oyun da yok. İsteklerim karşılanana kadar performansa katılmayacağım.
"Yeah, yeah.","Evet, evet."
So am I getting picked up in the jet or the limo?,Peki beni jetle mi yoksa limuzinle mi alacaklar?
Beats me.,Beni aşar bu.
Beats y-?!<kgwait> You didn't call?!,Seni aş-?!<kgwait> Aramadın mı?!
Nope.,Hayır.
Absolutely worthless. Get out of my sight.<kgwait> I'll escape of my own volition!,"Değersiz şey, gözümün önünden kaybol.<kgwait> Kendi irademle buradan kaçacağım!"
You do that.,Sen bunu yap.
Bugger off!<kgwait> You're clearly incapable of helping me escape this wretched institution.,Defol git!<kgwait> Bu berbat kurumdan kurtulmama yardım edemeyeceğin çok açık.
Clearly.,Hem de çok.
He's just sending a package.,Sadece bir paket gönderecekmiş.
A package?!<kgwait> What?! No no no!<kgwait> There must be some sort of error-,Bir paket mi?!<kgwait> Ne?! Hayır hayır hayır!<kgwait> Bir çeşit hata olmalı-
What? Father trusted you as his courier?,Ne? Babam kuryesi olarak sana mı güvendi?
"Yeah, some guy just came by and gave me more than I make in a month to give this to you.","Evet, herifin biri geldi ve bunu sana vermem için maaşımdan daha fazla para verip gitti."
"*Sigh*<kgwait> Great. Just great.<kgwait> That will be all, custodian.","*İç çekiş*<kgwait> Harika. Gerçekten harika.<kgwait> Hepsi bu kadardı, emanetçi."
"<wiggle>tHaT wIlL bE aLl CuStOdIaN.</wiggle><kgwait> If I wasn't just paid enough to buy fifty mops, you'd be on the receiving end of this one. Stupid brat.",<wiggle>HoPsO bO kOdoRdO OmoNotçO.</wiggle><kgwait> Elli paspas alabilecek kadar ödeme almamış olsaydım bu paspasın diğer ucunda sen olurdun. Aptal velet.
<wave>I love a good surprise delivery!<kgwait><br>Are you sure that package isn't for me?</wave>,<wave>Bayılırım güzel sürpriz teslimatlara!<kgwait><br>Emin misin gelenin benim için olmadığına?</wave>
What? Of course it's not for you!<kgwait> Father sent this to help me escape this foul excuse of a school.,Ne? Tabii ki senin için değil!<kgwait> Babam bu lanet okuldan kaçıp kurtulabilmem için gönderdi bunları.
"<wave>Your father? What-<kgwait> Um- Of course! Oh, what to do!<kgwait><br>Here come the tears...<kgwait> Uh-<kgwait> Dilly dilly doo!","<wave>Baban mı? Ne-<kgwait> Şey- Elbette! Ah, ne yapmalı!<kgwait><br>İşte gözyaşları geliyor...<kgwait> Şey-<kgwait> Lay la lay la lay!"
Well... <kgwait>that was odd.,Eh... <kgwait>bu tuhaftı.
Let's see how Father intends for me to leave this place.,Bakalım babam beni buradan nasıl çıkaracak?
Aha!<kgwait> A phone! And it appears there's a note. I knew Father wouldn't abandon me!,"Aha!<kgwait> Bir telefon! Ve görünüşe göre, üstünde bir not var. Babamın beni burada terk etmeyeceğini biliyordum!"
Hmmm... there appears to be a passcode. Why would Father send me a locked phone?,Hmm... Telefon şifreli gibi görünüyor. Babam neden bana kilitli bir telefon göndersin ki?
*Ahem*<kgwait> Perhaps I may be of service.,*Öhöm*<kgwait> Belki ben yardımcı olabilirim.
"Not now, cripple. I'm trying to figure out how to unlock this device.","Şimdi değil, sakat çocuk. Bu cihazın kilidini nasıl açacağımı bulmaya çalışıyorum."
Yeah. Hey. About that. READ THE NOTE.,Evet. NOTU OKUMAYA ne dersin?
"Oh, well... <kgwait>I'm not exactly the best reader. My skills lie more in-","Oh, şey... <kgwait>Ben çok da iyi okuyamıyorum. Becerilerim daha çok-"
Ted-<kgwait> I mean Felix.<kgwait> I can read. Just promise to give me the phone after you're done with it and I'll help you unlock it.<kgwait> Deal?,Ted-<kgwait> Yani Felix.<kgwait> Ben okuma biliyorum. Telefonla işin bitince bana verirsen senin için o notu okurum.<kgwait> Anlaştık mı?
Fine. If you must. What does the note say?,İyi be. Yapmam gerekiyorsa. Notta ne yazıyor?
"Let's see here...<kgwait> Uh-huh.<kgwait> Oh, that's easy.<kgwait> The code is your dad's birthday.","Şimdi bir bakalım...<kgwait> Hı-hım.<kgwait> Ah, bu kolaymış. <kgwait>Şifre, babanın doğum günü."
Oh... <kgwait>this may be a tinge more difficult than I thought.,Ah... <kgwait>bu düşündüğümden biraz daha zor olabilir.
"You-<kgwait> you don't know his birthday, do you?","Sen-<kgwait> onun doğum gününü bilmiyorsun, değil mi?"
It's never been that important! ,Hiç bu kadar önemli olmamıştı!
Well it is now! Looks like money can't buy you a brain! How are we gonna unlock this thing now?,Eh artık önemli! Belli ki parayla akıl satın alınmıyormuş! Şimdi bu şeyi nasıl açacağız?
Did you guys see that?,Bunu gördünüz mü?
See what?,Neyi gördük mü?
Ms. Lovelett... <kgwait>she messed up a rhyme and ran out of here crying.,Bayan Lovelett... <kgwait> kafiyesini bozdu ve ağlayarak buradan çıktı.
Who cares about her?<kgwait> We have bigger problems.,O kimin umurunda?<kgwait> Daha büyük problemlerimiz var.
I dunno. I haven't seen her mess up a rhyme since her husband left. Something about that box really upset her.,Bilmiyorum. Kocası onu terk ettiğinden beri kafiye bozduğunu görmemiştim. Şu kutuyla ilgili bir şey onu gerçekten çok üzmüş olmalı.
Would you go away?<kgwait> We're busy!,Gider misin?<kgwait> Meşgulüz!
"Okay. Whatever, peasant.",Tamam. Her neyse köylü.
As I was saying-,Dediğim gibi-
Hang on.<kgwait> That weird kid is right. Something about the box made her upset. She thought it was for her!,Bekle.<kgwait> O tuhaf çocuk haklı. Kutuyla ilgili bir şey onu üzdü. Kutunun kendisi için olduğunu düşünmüştü!
Who cares?! ,Kimin umurunda?!
Maybe she knows something about your dad's company? Or your dad? Something is up with her.,Belki babanın şirketi hakkında bir şeyler biliyordur. Ya da baban hakkında. Onunla ilgili bir şeyler var.
Ugh. Fine.<kgwait> Errand boy! Please fetch the teacher and see what set her off about this box.,Ugh. Tamam.<kgwait> Uşak! Lütfen öğretmeni bul ve bu kutuyla ilgili onu neyin rahatsız ettiğini öğren.
This is fun.,Bu eğlenceli.
So what did she say?,"Peki, ne dedi?"
I haven't talked to her yet.,Henüz onunla konuşmadım.
She's crying in a bathroom stall.,Tuvalet kabininde ağlıyor.
And?,Ve?
She won't come out.,Dışarı çıkmıyor.
I don't care! Find a way to get her out! Apparently she knows something about this box or phone or- SHE JUST KNOWS SOMETHING!,Umurumda değil! Onu dışarı çıkarmanın bir yolunu bul! Görünüşe göre bu kutu ya da telefon ya da- BİR ŞEYLER BİLİYOR İŞTE!
Okay okay.,"Tamam, tamam."
"""Help! Help! I'm on fire!""","""Yardım edin! Yardım edin! Yanıyorum!"""
What are you talking about? Why would she say that?,Sen neyden bahsediyorsun? Neden bunu söylesin ki?
Cause she was on fire.,Çünkü yanıyordu.
And she's not anymore?,Ve artık yanmıyor mu?
You bet.,Emin olabilirsin.
And she told you the passcode to the phone?,Ve sana telefonun şifresini söyledi mi?
She locked herself in the other classroom.,Kendini diğer sınıfa kilitledi.
Then get into the other classroom and ask her what she knows! You're being more obtuse than Teddy!,O zaman diğer sınıfa geç ve ne bildiğini öğren! Teddy'den bile daha kalın kafalılık ediyorsun!
I miss him.,Onu özledim.
No you don't. You like working for me. Now get going.,Hayır özlemedin. Benim için çalışmayı seviyorsun. Şimdi yollan.
Get going.,(Yollan.)
I don't want to hear another word out of you unless it has something to do with this phone.,Bu telefon hakkında olmadığı sürece senden tek bir kelime daha duymak istemiyorum.
(Say nothing.),(Hiçbir şey söyleme.)
"And... <kgwait>when you leave, you take me with you and introduce me to your father. I have a business proposal for him.","Ve... <kgwait>buradan çıktığın zaman, beni de alıp babanla tanıştıracaksın. Onun için bir iş teklifim var."
"Yes, yes. Whatever you want. Just read the note!","Evet, evet. Sen ne istersen. Sadece notu oku!"
My word!<kgwait> What is that fiendish contraption above you?,Aman Tanrım!<kgwait> Yukarıdaki o şeytani düzenek nedir?
A killer robot.,Bir katil robot.
It looks quite nefarious. Do you think Dr. Danner had a hand in making it?,Oldukça kötü görünüyor. Dr. Danner'ın bunu yapmada parmağı olduğunu düşünüyor musun?
I don't know.,Bilmiyorum.
"Well, it looks dirty.<kgwait> Keep it away from me.",Çok pis görünüyor.<kgwait> Onu benden uzak tut.
If you insist.,Israr ediyorsan.
"I'm glad you're rid of that filthy automaton, but I'm not interested in speaking to someone of your... status.",O pis robottan kurtulduğun için mutluyum ama senin... statündeki biriyle konuşmak istemiyorum.
Nor I to you.,Ben de seninle konuşmak istemiyorum.
I got it.,Anlaşıldı.
"Oh, splendid.<kgwait> Do hold on to it for a moment.<kgwait> I'll retrieve it at the time of the show.","Ah, harika.<kgwait> Bir süreliğine onu sakla.<kgwait> Gösteri zamanı senden onu alacağım."
"Whatever, Your Majesty.",Her neyse majesteleri.
Just polish that crown for me until the show.<kgwait> I'll retrieve it at curtain call.,Gösteri başlayana kadar o tacı benim için parlat.<kgwait> Perde açılınca geri alırım.
Nugget is feeling conflicted.,Nugget çelişkili duygular yaşıyor.
What are you conflicted about?,Ne oldu ki?
(Let him feel conflicted.),(Kendini çelişkili hissetmesine izin ver.)
Nugget is having strange... <kgwait>cravings.,Nugget'ın canı... <kgwait>garip şeyler çekiyor.
Cravings?,Canın mı çekiyor?
"Yes. Normally Nugget only craves Nugget's nuggets, but today Nugget has had goo and now Nugget craves...",Evet. Normalde Nugget'ın canı sadece Nugget'ın nuggetlarını çekerdi. Ama bugün Nugget balçık yedi ve şimdi Nugget'ın canı...
More goo?,Daha fazla balçık mı çekiyor?
Flesh.,Et.
Uh oh.,Uh oh.
"Yes, Nugget is also concerned. Perhaps Nugget's recent transformation has something to do with it.",Evet. Nugget da endişeli. Belki de Nugget'ın geçirdiği mutasyon bununla ilgilidir.
Want me to help?,Yardım ister misin?
Good luck with that.,Sana bol şans.
Nugget is feeling funny again!,Nugget tekrar garip hissetmeye başladı!
Nugget feels better!<kgwait> Nugget requires more goo!,Nugget daha iyi hissediyor!<kgwait> Nugget'ın daha fazla balçığa ihtiyacı var!
Wanna be in another play?,Başka bir tiyatroda oynamak ister misin?
"If Nugget can have more goo. Nugget sees a puddle by the janitor, but the janitor refuses to allow Nugget to have it.",Nugget daha fazla balçık yiyebilirse olur. Nugget temizlikçinin yanında bir birikinti görüyor. Ama temizlikçi Nugget'ın onu almasına izin vermiyor.
I'll see what I can do.,Ne yapabileceğime bakacağım.
More goo! More goo!,Daha fazla balçık! Daha fazla balçık!
(Let him enjoy his goo.),(Balçığın tadını çıkarmasına izin ver.)
Wanna be in another play?,Başka bir tiyatroda oynamak ister misin?
Yes! Yes! The goo gives Nugget the strength to perform! ,Evet! Evet! Balçık Nugget'a performansı için güç veriyor.
Cool. See you at recess.,Güzel. Teneffüste görüşürüz.
Nugget's other arm has changed! Nugget feels weird!,Nugget'ın diğer kolu da değişti! Nugget garip hissediyor!
That doesn't surprise me.,Bu beni şaşırtmadı.
Help Nugget with what?,Nugget'a ne konuda yardım edeceksin?
The goo cravings.,Balçık isteği konusunda.
*Sigh* Nevermind.,*iç çeker* Boşver.
Should Nugget not have the cravings?,Nugget'ın canı çekmemeli mi?
"""Come, bitter conduct, come, unsavory guide!""<kgwait> Nugget does not like unsavory.<kgwait> Nugget likes his nuggets savory.","""Gel, acı davranış, gel, tatsız rehber!""<kgwait> Nugget tatsız olanı sevmez.<kgwait> Nugget, nugget'larının lezzetli olmasını sever."
I don't think Romeo is eating nuggets.,Romeo'nun nugget yediğini sanmıyorum.
Then Nugget thinks this Romeo is a fool.,"O zaman Nugget, Romeo'nun bir aptal olduğunu düşünüyor."
You're probably right.,Muhtemelen haklısın.
Nugget demands room to act!,Nugget rol yapabilmek için alan istiyor!
Okay. Let me just move these trays-,Tamam. Şu tepsileri kaldırayı-
Or you could just kick them. I don't care. I'm only a lunch lady for a few more minutes.,Ya da onları tekmeleyebilirsin. Umurumda değil. Sadece birkaç dakika daha aşçı kadın olacağım nasılsa.
<wave>Now to set the scene! Romeo thinks Juliet is dead and he's weeping!<kgwait><br>But she's actually alive! She's just peacefully sleeping!</wave>,"<wave>Şimdi sahneyi kuralım! Romeo ağlıyor, Düşünerek öldüğünü Juliet'in!<kgwait><br>Ama o hayatta! Sadece huzur içinde uyuyor derin derin!</wave>"
"Ah, dear pretty Lily. Why art thou so pretty?","Ah, sevimli Lily, Neden bu kadar sevimlisin?"
<wave>*Ahem* Please don't forget!<kgwait><br>Her name is Juliet!</wave>,<wave>*Öhöm* Unutma lütfen!<kgwait><br>Juliet de ona ismen!</wave>
Oh yes!<kgwait> Nugget is in a play. Nugget is Romeo and the pretty Lily is Juliet.,"Ah evet!<kgwait> Nugget bir tiyatro oynuyor. Nugget, Romeo ve sevimli Lily de Juliet."
As Romeo was saying...<kgwait> Eyes look your last! And arms that were once claws take your last embrace!,Romeo'nun söylediği gibi...<kgwait> Ey gözler son kez bakın! Ve bir zamanlar pençe olan kollar son kez kucaklayın!
"And lips! Romeo would like a kiss on the lips, but Romeo shouldn't do that cause Juliet is sleep-<kgwait> dead.<kgwait> The pretty Juliet is dead.","Ve dudaklar! Romeo dudaktan öpmek ister, ama Romeo bunu yapmamalı çünkü Juliet uyuy-<kgwait> öldü.<kgwait> Sevimli Juliet öldü."
So Nug-<kgwait> Romeo will just kiss the pretty Juliet upon the forehead.,Yani Nug-<kgwait> Romeo sevimli Juliet'i alnından öpecek.
Hehehe.<kgwait> Nugget got to kiss the pretty Lily's forehead.,"Hehehe.<kgwait> Nugget, sevimli Lily'yi alnından öptü."
"Get on with it, ROMEO.","Hadi artık, ROMEO."
Oh yes.<kgwait> *Ahem* Romeo is so sad! Uh... <kgwait>Romeo will drink poison because he is so sad.,Oh evet.<kgwait> *Öhöm* Romeo çok hüzünlü! Uh... <kgwait>Romeo çok üzüldüğü için zehir içecek.
<wave>*Sigh* This was going so well. I would opine.<kgwait><br>But I think that kiss made him forget his line! ,<wave>*İç çeker* Gidiyordu bence çok iyi.<kgwait><br>Ama o öpücük unutturdu repliği!
Romeo... <kgwait>uh... <kgwait>doth declare... <kgwait>uh... <kgwait>Romeo's tummy hurts.,Romeo... <kgwait>uh... <kgwait>ilan ediyor ki... <kgwait>uh... <kgwait>Romeo'nun karnı ağrıyor.
"<wave>With Romeo dead, Juliet is soon to recover.<kgwait><br>She awakens to see her now deceased lover!</wave>",<wave>Juliet toparlanır Romeo öldükten sonra.<kgwait><br>Artık ölmüş olan sevgilisini görür uyandığında!</wave>
"*Sigh*<kgwait> Oh, dear Romeo.<kgwait> Poison hath been your timeless end. Guess I better stab myself.","*İç çeker*<kgwait> Oh, sevgili Romeo.<kgwait> Zehirden olmuş zamansız ölümün. Sanırım ben de kendimi bıçaklasam iyi olur."
<wave>I don't appreciate your acting ways!<kgwait><br>I prefer if you didn't paraphrase!</wave>,<wave>Hoşlanmadım senin rol yapmandan!<kgwait><br>Sevinirim eğer yorumunu katmazsan!</wave>
*Sigh*<kgwait> I will kiss thy forehead in hopes that some poison doth hang on thy face.,"*İç çeker*<kgwait> Öyleyse öperim alnını, orada bir parça zehir kalmıştır belki."
Hehehe.<kgwait> Nugget got a kiss from the pretty Lily.,"Hehehe.<kgwait> Nugget, sevimli Lily'den bir öpücük aldı."
"You're dead, Romeo!<kgwait> *Ahem*<kgwait> O, happy dagger! This is thy sheath. There rust and let me die.","Sen ölüsün, Romeo!<kgwait> *Öhöm*<kgwait> Ey hızır gibi yetişen hançer! Senin kının burası. Orada paslan, ben de öleyim."
"Oh, my heart.<kgwait> Oh, the pain.<kgwait> I'm totally dying.<kgwait> Ugh. Ah.","Ah, kalbim.<kgwait> Ah acılar.<kgwait> Gerçekten ölüyorum.<kgwait> Igh. Ah."
"<wave>Oh, I love an authentic recreation!<kgwait><br>The blood and the death! You deserve a standing ovation!</wave>","<wave>Ah, bayılırım otantik rekreasyonlara!<kgwait><br>Kan ve ölüm! Hak ediyorsun alkışlanmayı ayakta!</wave>"
Romeo is starting to feel very very bad.,Romeo çok ama çok kötü hissetmeye başladı.
<wave>Well yes. Drinking poison was a requirement for your part.<kgwait><br>Actors are known to suffer for their art!,<wave>Evet. Zehir içmek parçasıydı rolünün senin.<kgwait><br>Oyuncular acı çekerler sanatları için!
So... <kgwait>Nugget- *gugh*<kgwait> Nugget doesn't have study hall?,Yani... <kgwait>Nugget- *hığğ*<kgwait> Nugget'ın çalışma cezası yok mu?
"<wave>Yes! Correct! No study hall today!<kgwait><br>If you can live through the poison, you can go out and play.</wave>","<wave>Evet! Doğru! Çalışma cezanı iptal ediyorum ben!<kgwait><br>Dışarı çıkıp oynayabilirsin, kurtulabilirsen zehirden.</wave>"
*gugh*<kgwait> This thrills Nugget.,*höğk*<kgwait> Bu Nugget'ı heyecanlandırıyor.
"<wave>Now that dinner theater is done, I think I need,<kgwait><br>To finish lunch in the library. I'm gonna go read!</wave>","<wave>Artık bittiğine göre yemek tiyatrosu,<kgwait><br>Kütüphaneye gideyim, severim kitap kokusu</wave>"
Nugget feels like his insides are being cooked like nuggets!,Nugget sanki iç organları nuggetlar gibi pişiriliyormuş gibi hissediyor!
It looks painful.,Acı verici görünüyor.
Nugget agrees! Nugget thinks this is quite painful. Nugget wishes he had remembered not to drink the poison.,Nugget katılıyor! Nugget bunun oldukça acı verici olduğunu düşünüyor. Nugget zehri içmemeyi hatırlamış olmayı dilerdi.
That would have been smart.,Bu zekice olurdu.
"Yes, but smartness is not Nugget's strong suit.",Evet ama Nugget'ın güçlü tarafı zeka değil.
No it is not.,Hayır değil.
Has Nugget's goo-removing friend figured out a way to prevent Nugget's demise?,Nugget'ın balçık temizleyen arkadaşı Nugget'ın sonunun gelmesini engellemenin bir yolunu buldu mu?
I'm still working on that.,Hala üzerinde çalışıyorum.
Has Nugget's goo-removing friend figured out a way to prevent Nugget's demise?,Nugget'ın balçık temizleyen arkadaşı Nugget'ın sonunun gelmesini engellemenin bir yolunu buldu mu?
I'm still working on that.,Hala üzerinde çalışıyorum.
Drink this.,Bunu iç.
What is this strange liquid?,Bu garip sıvı da nedir?
Why are you asking?,Neden soruyorsun?
Drinking strange liquids are what- *gugh*<kgwait> -what got Nugget into this mess so forgive Nugget for being suspicious!,Nugget'ı bu duruma düşüren şey- *hığğ*<kgwait> -garip sıvılar tüketmekti. Bu yüzden Nugget'ın şüpheci yaklaşımını mazur gör!
It's an antidote.,Bu bir panzehir.
Very well. Nugget will drink the drink.,Pekala. Nugget içeceği içecek.
Good.,Güzel.
Good.,Güzel.
Study hall.<kgwait> Goo.<kgwait> No pretty Lily kiss.<kgwait> No Nugget Cave of Love.<kgwait> It has been a very bad day for Nugget.,Çalışma cezası.<kgwait> Balçık.<kgwait> Sevimli Lily'den öpücük yok.<kgwait> Nugget Aşk Mağarası yok.<kgwait> Bugün Nugget için çok kötü gitti.
I agree.,Katılıyorum.
Nugget is feeling better!<kgwait> This drink has saved Nugget's life!,Nugget daha iyi hissediyor!<kgwait> Bu içecek Nugget'ın hayatını kurtardı!
That's good.,Bu iyi.
Nugget does not feel any different.<kgwait> Nugget feels the cold embrace of death. Cold like bad nuggets.<kgwait> *gugh*<kgwait> Cold-,Nugget farklı hissetmiyor.<kgwait> Nugget ölümün soğuk kucaklamasını hissediyor. Tıpkı kötü nuggetlar gibi soğuk.<kgwait> *höğğ*<kgwait> Soğuk-
Nugget?,Nugget?
Nugget feels the cold embrace of death. Cold like bad nuggets.<kgwait> *gugh*<kgwait> Cold-,Nugget ölümün soğuk kucaklamasını hissediyor. Tıpkı kötü nuggetlar gibi soğuk.<kgwait> *höğğ*<kgwait> Soğuk-
*Sigh* Nugget was so close to kissing the pretty Lily.,"*İç çeker* Nugget, sevimli Lily'yi öpmeye çok yaklaşmıştı."
"Next time, buddy.","Bir sonraki sefere, dostum."
Nugget feels the goo cure coursing through his veins!<kgwait> Nugget understands the goo now.,Nugget balçık tedavisinin damarlarında dolaştığını hissediyor!<kgwait> Nugget artık balçığı anlıyor.
You do?,Öyle mi?
"That's great, Nugget.","Bu harika, Nugget."
Yes!<kgwait> Nugget hears the goo. Nugget will demonstrate at recess.,Evet!<kgwait> Nugget balçığı duyuyor. Nugget bunu teneffüste gösterecek.
Can't wait.,Sabırsızlanıyorum.
The principal just called and said he wants to see Alice in his office!<kgwait> Which one of you kids is Alice?,Müdür aradı ve Alice'ı ofisinde görmek istediğini söyledi!<kgwait> Siz çocuklardan hangisi Alice?
Huh?<kgwait> What'd I do?,Ha?<kgwait> Ben ne yaptım?
Hmmm... <kgwait>I don't think it happened here.,Hmmm... <kgwait>Sanırım burada olmadı.
What happened?,Ne olmuş?
He didn't say. Just get out of here!,Bir şey söylemedi. Sadece buradan git!
Ummm...<kgwait> okay I guess.,Hımm...<kgwait> tamam sanırım.
Attention! Please send Alice to the principal's office! Alice to the principal's office immediately! Thank you!,"Dikkat, dikkat! Alice lütfen müdürün ofisine gelsin! Alice müdürün ofisine, hemen! Teşekkürler!"
Huh?<kgwait> That's weird. I didn't do anything. I guess I better get going.,Ha?<kgwait> Bu garip. Ben hiçbir şey yapmadım. Sanırım gitsem iyi olacak.
"Good, you're here. Let's go see Mr. Scippio.","Güzel, buradasın. Hadi gidip Bay Scippio'yu görelim."
How are we getting there?,Oraya nasıl gideceğiz?
I can throw a burger at the lunch lady!<kgwait> I love throwing stuff!,Ben aşçı kadına bir burger fırlatabilirim!<kgwait> Bir şeyler fırlatmayı seviyorum!
Let's hold off on the throwing things. We don't want you to get study hall again.,Bir şeyler fırlatma işini bekletelim. Tekrar çalışma cezası almanı istemeyiz.
Aw man.<kgwait> So how do I distract her?,Ah dostum.<kgwait> Onu nasıl oyalayacağım o zaman?
You could just... <kgwait>talk to her.,Gidip onunla... <kgwait>konuşabilirsin.
Oh yeah. That could work.,Ah doğru. Bu işe yarayabilir.
"Cool. Get on that. Let's go, kid.",Harika. İşe koyul. Hadi gidelim çocuk.
Right behind you.,Hemen arkandayım.
Scippio wouldn't open the door. I'm gonna try again during recess.,Scippio kapıyı açmıyor: Teneffüste tekrar deneyeceğim.
If you say so.,Öyle diyorsan.
Our next step has to be inspecting the slide. We'll just wait until the bell rings.,Sıradaki adımımız kaydırağı incelemek olacak. Zil çalana kadar bekleyelim.
You're gonna get called to the office.,Seni ofise çağıracaklar.
What? Why?,Ne? Neden?
Regis is gonna drop you in a pit.,Regis seni bir çukura düşürecek.
Yeah. That's like... <kgwait>not great. Did Scippio tell you that?,Evet. Bu... <kgwait>iyi değil. Sana bunu Scippio mu söyledi?
